
> backend@0.1.0 develop /home/ubuntu/backend/sigtuple-backend
> strapi develop


 Project information

[90m┌────────────────────[39m[90m┬──────────────────────────────────────────────────┐[39m
[90m│[39m Time               [90m│[39m Fri Jul 09 2021 17:28:55 GMT+0000 (Coordinated … [90m│[39m
[90m│[39m Launched in        [90m│[39m 2496 ms                                          [90m│[39m
[90m│[39m Environment        [90m│[39m development                                      [90m│[39m
[90m│[39m Process PID        [90m│[39m 30087                                            [90m│[39m
[90m│[39m Version            [90m│[39m 3.6.5 (node v14.17.2)                            [90m│[39m
[90m│[39m Edition            [90m│[39m Community                                        [90m│[39m
[90m└────────────────────[39m[90m┴──────────────────────────────────────────────────┘[39m

 Actions available

Welcome back!
To manage your project 🚀, go to the administration panel at:
http://localhost:1337/admin

To access the server ⚡️, go to:
http://localhost:1337

[2021-07-17T18:08:04.108Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:08:04.136Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:09:07.277Z] debug GET /publications (14 ms) 200
[2021-07-17T18:09:07.299Z] debug GET /clients/count (15 ms) 200
[2021-07-17T18:09:07.307Z] debug GET /clients (20 ms) 200
[2021-07-17T18:09:08.404Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:09:08.625Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (3 ms) 200
[2021-07-17T18:09:44.255Z] debug GET /publications (15 ms) 200
[2021-07-17T18:09:44.284Z] debug GET /clients/count (13 ms) 200
[2021-07-17T18:09:44.303Z] debug GET /clients (26 ms) 200
[2021-07-17T18:09:45.342Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (2 ms) 200
[2021-07-17T18:09:45.555Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:09:47.896Z] debug GET /clients/count (25 ms) 200
[2021-07-17T18:09:47.907Z] debug GET /publications (28 ms) 200
[2021-07-17T18:09:47.910Z] debug GET /clients (35 ms) 200
[2021-07-17T18:09:48.474Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (2 ms) 200
[2021-07-17T18:09:48.852Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:10:10.266Z] debug GET /clients (33 ms) 200
[2021-07-17T18:10:10.277Z] debug GET /publications (36 ms) 200
[2021-07-17T18:10:10.282Z] debug GET /clients/count (9 ms) 200
[2021-07-17T18:10:11.019Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:10:11.280Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:10:16.336Z] debug GET /publications (23 ms) 200
[2021-07-17T18:10:16.364Z] debug GET /clients/count (16 ms) 200
[2021-07-17T18:10:16.370Z] debug GET /clients (25 ms) 200
[2021-07-17T18:10:17.115Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:10:17.151Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:13:10.645Z] debug GET /publications (31 ms) 200
[2021-07-17T18:13:10.648Z] debug GET /clients (38 ms) 200
[2021-07-17T18:13:10.649Z] debug GET /clients/count (24 ms) 200
[2021-07-17T18:13:11.318Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:13:11.346Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:13:24.390Z] debug GET /publications (12 ms) 200
[2021-07-17T18:13:24.427Z] debug GET /clients (27 ms) 200
[2021-07-17T18:13:24.431Z] debug GET /clients/count (20 ms) 200
[2021-07-17T18:13:25.092Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:13:25.099Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:16:16.287Z] debug GET /clients/count (23 ms) 200
[2021-07-17T18:16:16.298Z] debug GET /publications (26 ms) 200
[2021-07-17T18:16:16.301Z] debug GET /clients (34 ms) 200
[2021-07-17T18:16:17.167Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:16:17.194Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (2 ms) 200
[2021-07-17T18:16:28.348Z] debug GET /publications (11 ms) 200
[2021-07-17T18:16:28.365Z] debug GET /clients/count (14 ms) 200
[2021-07-17T18:16:28.373Z] debug GET /clients (19 ms) 200
[2021-07-17T18:16:29.039Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:16:29.063Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:19:44.949Z] debug GET /clients/count (24 ms) 200
[2021-07-17T18:19:44.956Z] debug GET /publications (33 ms) 200
[2021-07-17T18:19:44.959Z] debug GET /clients (41 ms) 200
[2021-07-17T18:19:45.670Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (2 ms) 200
[2021-07-17T18:19:45.677Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:24:13.567Z] debug GET /publications (13 ms) 200
[2021-07-17T18:24:13.604Z] debug GET /clients (20 ms) 200
[2021-07-17T18:24:13.608Z] debug GET /clients/count (13 ms) 200
[2021-07-17T18:24:14.311Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:24:14.351Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:26:07.483Z] debug GET /publications (28 ms) 200
[2021-07-17T18:26:07.498Z] debug GET /clients/count (13 ms) 200
[2021-07-17T18:26:07.508Z] debug GET /clients (29 ms) 200
[2021-07-17T18:26:08.182Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:26:08.221Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:29:15.709Z] debug GET index.html (9 ms) 200
[2021-07-17T18:29:15.832Z] debug GET index.html (7 ms) 200
[2021-07-17T18:29:24.719Z] debug GET /publications (12 ms) 200
[2021-07-17T18:29:24.747Z] debug GET /clients (15 ms) 200
[2021-07-17T18:29:24.755Z] debug GET /clients/count (6 ms) 200
[2021-07-17T18:29:25.407Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:29:25.426Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:29:57.901Z] debug GET /publications (24 ms) 200
[2021-07-17T18:29:57.907Z] debug GET /clients (24 ms) 200
[2021-07-17T18:29:58.305Z] debug GET /clients/count (6 ms) 200
[2021-07-17T18:29:58.793Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:29:59.017Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:30:07.699Z] debug GET /publications (43 ms) 200
[2021-07-17T18:30:07.700Z] debug GET /clients/count (37 ms) 200
[2021-07-17T18:30:07.706Z] debug GET /clients (48 ms) 200
[2021-07-17T18:30:08.457Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (2 ms) 200
[2021-07-17T18:30:08.458Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (2 ms) 200
[2021-07-17T18:31:12.641Z] debug GET /publications (13 ms) 200
[2021-07-17T18:31:12.682Z] debug GET /clients (14 ms) 200
[2021-07-17T18:31:12.885Z] debug GET /clients/count (7 ms) 200
[2021-07-17T18:31:13.429Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:31:13.467Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:35:29.820Z] debug GET /publications (15 ms) 200
[2021-07-17T18:35:29.838Z] debug GET /clients/count (16 ms) 200
[2021-07-17T18:35:29.853Z] debug GET /clients (17 ms) 200
[2021-07-17T18:35:30.522Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:35:30.559Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:41:44.122Z] debug GET /publications (14 ms) 200
[2021-07-17T18:41:44.147Z] debug GET /clients (17 ms) 200
[2021-07-17T18:41:44.152Z] debug GET /clients/count (10 ms) 200
[2021-07-17T18:41:44.810Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:41:44.816Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:44:36.311Z] debug GET /publications (28 ms) 200
[2021-07-17T18:44:36.331Z] debug GET /clients (30 ms) 200
[2021-07-17T18:44:36.342Z] debug GET /clients/count (5 ms) 200
[2021-07-17T18:44:37.107Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (2 ms) 200
[2021-07-17T18:44:37.326Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:52:42.812Z] debug GET /publications (13 ms) 200
[2021-07-17T18:52:42.854Z] debug GET /clients/count (15 ms) 200
[2021-07-17T18:52:42.857Z] debug GET /clients (24 ms) 200
[2021-07-17T18:52:43.756Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:52:43.773Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (0 ms) 200
[2021-07-17T18:53:56.541Z] debug GET /publications (12 ms) 200
[2021-07-17T18:53:56.576Z] debug GET /clients (20 ms) 200
[2021-07-17T18:53:56.579Z] debug GET /clients/count (13 ms) 200
[2021-07-17T18:53:57.575Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:53:57.811Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:54:02.807Z] debug GET /publications (12 ms) 200
[2021-07-17T18:54:02.851Z] debug GET /clients/count (28 ms) 200
[2021-07-17T18:54:02.865Z] debug GET /clients (45 ms) 200
[2021-07-17T18:54:03.373Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:54:03.762Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (2 ms) 200
[2021-07-17T18:54:35.859Z] debug GET /publications (97 ms) 200
[2021-07-17T18:54:35.884Z] debug GET /clients/count (55 ms) 200
[2021-07-17T18:54:35.892Z] debug GET /clients (78 ms) 200
[2021-07-17T18:54:36.580Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:54:36.605Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:54:45.065Z] debug GET /publications (14 ms) 200
[2021-07-17T18:54:46.475Z] debug GET /publications (20 ms) 200
[2021-07-17T18:54:46.493Z] debug GET /clients/count (14 ms) 200
[2021-07-17T18:54:46.496Z] debug GET /clients (30 ms) 200
[2021-07-17T18:54:47.420Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:54:47.423Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-17T18:55:17.448Z] debug GET /publications (24 ms) 200
[2021-07-17T18:55:17.461Z] debug GET /clients (31 ms) 200
[2021-07-17T18:55:17.462Z] debug GET /clients/count (18 ms) 200
[2021-07-17T18:55:18.164Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-17T18:55:18.530Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (10 ms) 200
[2021-07-18T08:26:22.338Z] debug GET /clients/count (21 ms) 200
[2021-07-18T08:26:22.342Z] debug GET /publications (33 ms) 200
[2021-07-18T08:26:22.348Z] debug GET /clients (34 ms) 200
[2021-07-18T08:26:33.887Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T08:26:34.013Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T11:55:01.988Z] debug GET /publications (12 ms) 200
[2021-07-18T11:55:02.259Z] debug GET /clients (22 ms) 200
[2021-07-18T11:55:02.262Z] debug GET /clients/count (13 ms) 200
[2021-07-18T11:55:18.187Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T11:55:18.262Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T12:25:25.666Z] debug GET /clients/count (19 ms) 200
[2021-07-18T12:25:25.669Z] debug GET /publications (28 ms) 200
[2021-07-18T12:25:25.679Z] debug GET /clients (21 ms) 200
[2021-07-18T12:25:26.575Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T12:25:26.580Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T12:27:58.571Z] debug GET /publications (12 ms) 200
[2021-07-18T12:27:58.595Z] debug GET /clients/count (13 ms) 200
[2021-07-18T12:27:58.598Z] debug GET /clients (22 ms) 200
[2021-07-18T12:27:59.585Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T12:27:59.592Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T12:38:18.652Z] debug GET /clients/count (26 ms) 200
[2021-07-18T12:38:18.655Z] debug GET /publications (38 ms) 200
[2021-07-18T12:38:18.661Z] debug GET /clients (39 ms) 200
[2021-07-18T12:38:19.716Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (2 ms) 200
[2021-07-18T12:38:19.721Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T12:39:46.800Z] debug GET /publications (44 ms) 200
[2021-07-18T12:39:46.806Z] debug GET /clients/count (27 ms) 200
[2021-07-18T12:39:46.809Z] debug GET /clients (48 ms) 200
[2021-07-18T12:39:47.609Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T12:39:47.614Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (0 ms) 200
[2021-07-18T12:40:20.309Z] debug GET /publications (13 ms) 200
[2021-07-18T12:40:20.787Z] debug GET /clients (24 ms) 200
[2021-07-18T12:40:20.788Z] debug GET /clients/count (15 ms) 200
[2021-07-18T12:40:21.216Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T12:40:21.684Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T12:42:27.757Z] debug GET /clients/count (24 ms) 200
[2021-07-18T12:42:27.775Z] debug GET /publications (33 ms) 200
[2021-07-18T12:42:27.778Z] debug GET /clients (41 ms) 200
[2021-07-18T12:42:28.503Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (2 ms) 200
[2021-07-18T12:42:28.516Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (0 ms) 200
[2021-07-18T12:43:46.307Z] debug GET /clients/count (24 ms) 200
[2021-07-18T12:43:46.310Z] debug GET /publications (35 ms) 200
[2021-07-18T12:43:46.316Z] debug GET /clients (37 ms) 200
[2021-07-18T12:43:47.191Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T12:43:47.194Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T12:50:55.360Z] debug GET /publications (14 ms) 200
[2021-07-18T12:51:16.045Z] debug GET /publications (11 ms) 200
[2021-07-18T12:51:41.247Z] debug GET /publications (14 ms) 200
[2021-07-18T12:51:42.519Z] debug GET /publications (11 ms) 200
[2021-07-18T13:00:18.849Z] debug GET /publications (31 ms) 200
[2021-07-18T13:00:18.855Z] debug GET /clients/count (23 ms) 200
[2021-07-18T13:00:18.858Z] debug GET /clients (35 ms) 200
[2021-07-18T13:07:38.489Z] debug GET /clients/count (22 ms) 200
[2021-07-18T13:07:38.496Z] debug GET /publications (31 ms) 200
[2021-07-18T13:07:38.499Z] debug GET /clients (41 ms) 200
[2021-07-18T13:08:03.760Z] debug GET /publications (12 ms) 200
[2021-07-18T13:08:04.170Z] debug GET /clients/count (13 ms) 200
[2021-07-18T13:08:04.177Z] debug GET /clients (28 ms) 200
[2021-07-18T13:08:28.029Z] debug GET /publications (25 ms) 200
[2021-07-18T13:08:28.032Z] debug GET /clients (32 ms) 200
[2021-07-18T13:08:28.041Z] debug GET /clients/count (15 ms) 200
[2021-07-18T13:08:29.039Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T13:08:29.042Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T13:08:34.801Z] debug GET /publications (13 ms) 200
[2021-07-18T13:08:35.307Z] debug GET /clients/count (14 ms) 200
[2021-07-18T13:08:35.312Z] debug GET /clients (23 ms) 200
[2021-07-18T13:08:35.783Z] debug GET /publications (29 ms) 200
[2021-07-18T13:08:35.787Z] debug GET /clients/count (22 ms) 200
[2021-07-18T13:08:35.790Z] debug GET /clients (32 ms) 200
[2021-07-18T13:08:42.058Z] debug GET /clients/count (13 ms) 200
[2021-07-18T13:08:42.077Z] debug GET /clients (26 ms) 200
[2021-07-18T13:08:42.081Z] debug GET /publications (19 ms) 200
[2021-07-18T13:08:42.372Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T13:08:42.665Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T13:09:23.732Z] debug GET /publications (12 ms) 200
[2021-07-18T13:09:24.154Z] debug GET /clients/count (7 ms) 200
[2021-07-18T13:09:24.184Z] debug GET /clients (27 ms) 200
[2021-07-18T13:09:24.792Z] debug GET /publications (11 ms) 200
[2021-07-18T13:09:26.906Z] debug GET /publications (23 ms) 200
[2021-07-18T13:09:31.259Z] debug GET /publications (11 ms) 200
[2021-07-18T13:09:31.639Z] debug GET /clients/count (13 ms) 200
[2021-07-18T13:09:31.649Z] debug GET /clients (17 ms) 200
[2021-07-18T13:09:32.206Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T13:09:32.216Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T13:16:28.361Z] debug GET index.html (7 ms) 200
[2021-07-18T13:16:28.525Z] debug GET index.html (7 ms) 200
[2021-07-18T13:59:54.792Z] debug GET /clients/count (14 ms) 200
[2021-07-18T13:59:54.805Z] debug GET /publications (31 ms) 200
[2021-07-18T13:59:54.826Z] debug GET /clients (30 ms) 200
[2021-07-18T13:59:55.710Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T13:59:55.754Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (20 ms) 200
[2021-07-18T14:24:52.429Z] debug GET /publications (30 ms) 200
[2021-07-18T14:24:52.432Z] debug GET /clients/count (21 ms) 200
[2021-07-18T14:24:52.439Z] debug GET /clients (30 ms) 200
[2021-07-18T14:24:53.123Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T14:24:53.138Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T14:28:42.900Z] debug GET /publications (19 ms) 200
[2021-07-18T14:28:42.923Z] debug GET /clients (32 ms) 200
[2021-07-18T14:28:42.934Z] debug GET /clients/count (25 ms) 200
[2021-07-18T14:28:43.694Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T14:28:43.706Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T14:29:59.796Z] debug GET /publications (21 ms) 200
[2021-07-18T14:29:59.806Z] debug GET /clients/count (20 ms) 200
[2021-07-18T14:29:59.814Z] debug GET /clients (22 ms) 200
[2021-07-18T14:30:00.489Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T14:30:00.506Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T14:33:23.674Z] debug GET /publications (31 ms) 200
[2021-07-18T14:33:23.678Z] debug GET /clients/count (28 ms) 200
[2021-07-18T14:33:23.687Z] debug GET /clients (31 ms) 200
[2021-07-18T14:33:24.327Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T14:33:24.341Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T14:34:40.501Z] debug GET /publications (31 ms) 200
[2021-07-18T14:34:40.502Z] debug GET /clients/count (23 ms) 200
[2021-07-18T14:34:40.510Z] debug GET /clients (28 ms) 200
[2021-07-18T14:34:41.205Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T14:34:41.217Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (8 ms) 200
[2021-07-18T14:35:23.213Z] debug GET /publications (12 ms) 200
[2021-07-18T14:35:23.493Z] debug GET /clients/count (14 ms) 200
[2021-07-18T14:35:23.499Z] debug GET /clients (24 ms) 200
[2021-07-18T14:35:23.868Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T14:35:24.144Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T14:43:19.557Z] debug GET /publications (23 ms) 200
[2021-07-18T14:43:19.560Z] debug GET /clients (31 ms) 200
[2021-07-18T14:43:19.569Z] debug GET /clients/count (6 ms) 200
[2021-07-18T14:43:20.180Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T14:43:20.199Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T14:54:51.260Z] debug GET /publications (29 ms) 200
[2021-07-18T14:54:51.261Z] debug GET /clients/count (24 ms) 200
[2021-07-18T14:54:51.264Z] debug GET /clients (40 ms) 200
[2021-07-18T14:54:51.847Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (3 ms) 200
[2021-07-18T14:54:51.848Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (2 ms) 200
[2021-07-18T15:04:23.696Z] debug GET /publications (30 ms) 200
[2021-07-18T15:04:23.708Z] debug GET /clients (25 ms) 200
[2021-07-18T15:04:23.713Z] debug GET /clients/count (12 ms) 200
[2021-07-18T15:04:24.289Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T15:04:24.299Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T15:04:26.679Z] debug GET /clients/count (14 ms) 200
[2021-07-18T15:04:26.697Z] debug GET /clients (26 ms) 200
[2021-07-18T15:04:26.703Z] debug GET /publications (21 ms) 200
[2021-07-18T15:04:26.984Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T15:04:26.989Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (0 ms) 200
[2021-07-18T15:04:29.022Z] debug GET /clients/count (14 ms) 200
[2021-07-18T15:04:29.040Z] debug GET /clients (26 ms) 200
[2021-07-18T15:04:29.044Z] debug GET /publications (18 ms) 200
[2021-07-18T15:04:29.352Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T15:04:29.356Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (0 ms) 200
[2021-07-18T15:04:32.978Z] debug GET /clients/count (16 ms) 200
[2021-07-18T15:04:32.993Z] debug GET /clients (27 ms) 200
[2021-07-18T15:04:32.998Z] debug GET /publications (21 ms) 200
[2021-07-18T15:04:33.282Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T15:04:33.290Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (0 ms) 200
[2021-07-18T15:04:45.640Z] debug GET /publications (11 ms) 200
[2021-07-18T15:04:45.915Z] debug GET /clients/count (12 ms) 200
[2021-07-18T15:04:45.930Z] debug GET /clients (33 ms) 200
[2021-07-18T15:04:46.230Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T15:04:46.509Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (1 ms) 200
[2021-07-18T15:08:41.208Z] debug GET /publications (20 ms) 200
[2021-07-18T15:08:41.220Z] debug GET /clients/count (15 ms) 200
[2021-07-18T15:08:41.226Z] debug GET /clients (25 ms) 200
[2021-07-18T15:08:41.790Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
[2021-07-18T15:08:41.794Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (0 ms) 200
[2021-07-18T15:08:44.607Z] debug GET /clients/count (24 ms) 200
[2021-07-18T15:08:44.619Z] debug GET /publications (28 ms) 200
[2021-07-18T15:08:44.622Z] debug GET /clients (35 ms) 200
[2021-07-18T15:08:44.922Z] debug GET /uploads/small_architectural_111v_16225ac9c0_afa2d96e7c.jpg (2 ms) 200
[2021-07-18T15:08:44.923Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (2 ms) 200
[2021-07-18T15:08:55.840Z] debug GET /publications (13 ms) 200
[2021-07-18T15:08:56.136Z] debug GET /clients (26 ms) 200
[2021-07-18T15:08:56.141Z] debug GET /clients/count (13 ms) 200
[2021-07-18T15:08:56.426Z] debug GET /uploads/Dr_Prathima_K_M_Pathology_e63e657e87.png (1 ms) 200
